"alg","N","ub","lb","n","d","seed","totaltime","max_particles","tot_particles","scoretype","am","aw","chi","edgepf"
"dnc",300,1,0.25,30,1.5,94,0.0189999999999984,"7","49","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,94,1.057854,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,95,0.0530000000000008,"237","1249","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,95,1.529872,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,96,0.799999999999997,"3275","19293","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,96,1.814208,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,97,0.289999999999999,"1124","6400","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,97,1.496181,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,98,0.036999999999999,"72","353","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,98,2.152668,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,99,0.0659999999999989,"201","1426","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,99,1.217265,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,1.5,100,124.345,"331833","2199336","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,1.5,100,1.867031,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,1,180.011,"448703","3201607","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,1,2.292115,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,2,44.506,"131156","887286","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,2,1.985359,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,3,0.177999999999997,"1128","5449","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,3,1.145003,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,4,1193.658,"3769651","24740705","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,4,2.54617,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,5,52.858,"183250","1141677","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,5,3.536387,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,6,223.782,"531575","3419721","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,6,3.085384,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,7,6.75,"22420","143720","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,7,2.601802,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,8,996.931,"2272377","15993069","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,8,2.119799,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,9,197.885,"468003","3334508","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,9,2.069342,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,10,2.58599999999998,"9401","52654","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,10,1.117998,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,11,0.302999999999997,"1102","7836","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,11,2.533739,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,12,2.344,"5022","31480","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,12,2.387429,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,13,235.266,"448361","2935099","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,13,1.774021,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,14,2.154,"9175","53107","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,14,1.719319,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,15,181.736,"499538","3278305","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,15,1.744352,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,16,23.815,"85373","510056","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,16,2.395936,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,17,164.882,"464895","3160363","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,17,2.244394,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,18,4.459,"20351","119436","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,18,1.892997,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,19,5.104,"21391","120436","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,19,1.987226,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,20,377.348,"984425","7196786","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,20,2.099791,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,21,42.827,"155296","966747","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,21,2.769379,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,22,0.219999999999999,"1171","5953","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,22,2.409346,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,23,4.756,"16742","91532","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,23,3.843019,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,24,15.68,"56260","349283","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,24,2.602825,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,25,12.518,"30533","189443","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,25,3.061073,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,26,2451.355,"3711899","41001943","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,26,1.94511,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,27,941.934,"2437842","17150971","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,27,2.034983,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,28,827.354,"2534530","17831100","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,28,2.488757,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,29,175.099,"274828","2834961","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,29,1.634247,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,30,25.419,"77797","474143","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,30,2.530603,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,31,10.858,"31540","192742","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,31,2.23076,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,32,191.206,"530626","3303791","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,32,3.148087,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,33,384.903,"1040947","6628350","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,33,1.847088,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,34,91.006,"234543","1486856","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,34,2.481484,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,35,679.806,"1904265","12746092","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,35,2.627543,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,36,81.5849999999999,"327861","2113111","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,36,1.122923,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,37,8.428,"27417","157635","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,37,2.127016,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,38,3.808,"9838","66210","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,38,1.78422,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,39,0.271999999999998,"1540","7678","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,39,1.481825,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,40,26.336,"79389","484207","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,40,1.586166,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,41,0.210000000000001,"1294","5867","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,41,3.577345,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,42,1054.369,"2913959","19573253","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,42,3.316126,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,43,1112.815,"2523510","24855922","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,43,1.764914,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,44,130.792,"324457","3104830","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,44,1.589989,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,45,165.706,"440486","3033170","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,45,2.006369,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,46,543.279,"1137543","7989900","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,46,1.585295,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,47,614.028,"1250072","8904932","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,47,1.375281,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,48,187.444,"660836","4327199","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,48,1.787099,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,49,322.671,"759712","5187349","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,49,1.843515,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,50,7.142,"29619","168691","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,50,1.595069,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,51,105.656,"340955","2161155","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,51,1.559136,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,52,7.24799999999999,"36242","205116","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,52,3.457,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,53,54.41,"154414","952172","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,53,3.901439,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,54,151.755,"292710","2532622","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,54,5.065427,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,55,274.182,"771167","4846762","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,55,3.633905,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,56,0.0179999999999723,"38","178","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,56,1.503811,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,57,1323.218,"3203000","21766857","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,57,3.004047,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,58,0.324000000000069,"2021","10712","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,58,1.071957,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,59,62.843,"152900","1307064","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,59,1.907474,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,60,222.479,"419987","4162235","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,60,3.804388,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,61,160.849,"425397","2784398","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,61,3.01376,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,62,159.613,"392565","2815721","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,62,1.338713,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,63,1.61499999999999,"5551","32103","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,63,1.738217,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,64,69.966,"162517","1073257","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,64,2.037606,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,65,0.267000000000003,"1187","6890","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,65,1.736961,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,66,24.522,"47666","311635","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,66,2.513292,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,67,18.542,"45994","309236","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,67,1.130162,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,68,387.512,"993357","6843781","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,68,1.477328,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,69,224.389,"492378","3446484","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,69,1.872617,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,70,19.666,"57962","381584","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,70,1.399429,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,71,10.057,"28879","168762","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,71,2.520702,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,72,254.967,"658524","4299567","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,72,2.37708,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,73,63.962,"149418","937046","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,73,2.35276,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,74,335.393,"855989","5654436","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,74,1.815004,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,75,11.606,"42265","254081","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,75,2.784006,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,76,4.86,"16897","101891","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,76,2.118438,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,77,20.161,"46098","287255","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,77,4.244333,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,78,9.232,"31776","189911","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,78,2.759569,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,79,39.905,"102835","768059","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,79,5.665535,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,80,0.0430000000000064,"148","874","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,80,1.353427,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,81,9.267,"23373","144729","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,81,3.049364,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,82,78.253,"182610","1537015","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,82,1.886954,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,83,1018.286,"2858747","19541125","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,83,1.724427,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,84,0.01299999999992,"17","111","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,84,0.946814,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,85,70.995,"133866","1354546","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,85,2.856102,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,86,50.335,"188040","1167013","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,86,1.646095,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,87,0.017000000000003,"21","105","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,87,2.314209,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,88,30.813,"80451","498638","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,88,1.792734,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,89,4.16399999999999,"14595","80903","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,89,2.78002,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,90,12.36,"35448","251090","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,90,2.204474,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,91,463.166,"1286561","9202208","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,91,1.418551,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,92,3.02099999999996,"9775","90481","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,92,1.258945,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,93,184.348,"470979","3115434","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,93,2.656059,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,94,0.164000000000016,"887","4274","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,94,1.28347,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,95,5.03,"12881","115786","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,95,3.022961,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,96,105.844,"291096","1915755","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,96,2.328613,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,97,6.264,"19759","150082","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,97,3.242583,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,98,7.133,"20461","119221","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,98,2.63417,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,99,0.0440000000000111,"209","1172","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,99,1.611931,"NULL","NULL","bge",0.1,"NULL",0.5,2
"dnc",300,1,0.25,30,2,100,76.701,"214708","1474263","bge",0.1,"NULL",0.5,2
"gobnilp",300,1,0.25,30,2,100,2.301036,"NULL","NULL","bge",0.1,"NULL",0.5,2
